"road_id","road_name","road_type","urban_rural","onrc","seal_type","owner_type","total_km","lane_km","traffic","heavy","VKT","VKT_Heavy","adrc","maint","emergency","wol","geom_id"
575,"HAWKESBURY ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",3.587,7.174,530,0.106,693682,73636,15414.92,2889.88,0,18304.8,666
576,"HEBBERDS ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.748,0.748,32,0.11,8737,961,7506.47,5384.76,0,12891.23,667
578,"HILLOCKS ROAD","Local Authority","Rural","Access","Sealed","L",1.728,3.456,195,0.1,122990,12299,7635.38,2949.3,0,10584.68,668
578,"HILLOCKS ROAD","Local Authority","Rural","Access","Unsealed","L",0.406,0.812,131,0.1,19413,1941,1463.11,4018.35,0,5481.46,669
579,"HILLS ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.039,0.039,32,0.12,456,55,10139.29,36014.97,0,46154.26,670
579,"HILLS ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.574,0.574,32,0.12,6704,805,3726.38,3950.05,0,7676.43,671
581,"HOPE DRIVE (OKIWI)","Local Authority","Rural","Secondary Collector","Sealed","L",1.067,2.134,282,0.12,109826,13179,10532.83,4468.53,1283.54,15001.36,672
583,"HOWARD STREET","Local Authority","Rural","Low Volume","Unsealed","L",0.169,0.169,13,0.13,802,104,1147.93,0,0,1147.93,673
583,"HOWARD STREET","Local Authority","Rural","Unknown","Unsealed","L",0.099,0.099,,,,,23579.48,0,0,23579.48,674
584,"HUMFFREY STREET","Local Authority","Rural","Low Volume","Sealed","L",0.242,0.373,35,0.13,3124,406,1652.89,107.44,0,1760.33,675
585,"HUNTER ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.375,0.75,32,0.13,4380,569,1812.87,2936.79,0,4749.66,676
585,"HUNTER ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.706,1.412,12,0.13,3092,402,2694.63,2226.96,0,4921.59,677
585,"HUNTER ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",1.504,3.008,961,0.101,527702,53114,6699.24,4404.73,84.18,11103.97,678
586,"HOPAI ROAD","Local Authority","Rural","Low Volume","Unsealed","L",2.196,2.196,6,0.09,4809,433,1458.41,214.23,0,1672.64,679
587,"HEALYS ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.123,0.123,17,0.11,763,84,1073.17,342.68,0,1415.85,680
588,"HIGGINS ROAD","Local Authority","Rural","Access","Sealed","L",0.065,0.065,68,0.11,1613,177,24527.96,1562.77,0,26090.73,681
588,"HIGGINS ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.818,0.818,68,0.11,20303,2233,1312.12,1119.62,0,2431.74,682
590,"JACKSONS ROAD","Local Authority","Rural","Primary Collector","Sealed","L",3.622,7.244,1736,0.1,2294690,229469,24085.42,5859.42,19.6,29944.84,683
591,"JEFFRIES ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",1.095,2.19,272,0.1,108712,10871,5764.77,3055.97,0,8820.74,684
592,"JONES ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.738,1.476,27,0.13,7273,945,5217.71,4975.91,0,10193.62,685
592,"JONES ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",3.135,6.27,105,0.13,120149,15619,10270.84,4100.27,2.39,14371.11,686
594,"KAITUNA-TUAMARINA ROAD","Local Authority","Rural","Access","Sealed","L",5.766,11.532,164,0.1,345304,34692,19441.63,13119.9,665.24,32561.53,687
594,"KAITUNA-TUAMARINA ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",6.032,12.064,360,0.1,793054,79305,10779.33,2949.74,6.74,13729.07,688
594,"KAITUNA-TUAMARINA ROAD","Local Authority","Rural","Secondary Collector","Unsealed","L",3.156,6.312,109,0.1,125561,12556,1739.51,9940.38,183.19,11679.89,689
595,"KAIUMA BAY ROAD","Local Authority","Rural","Access","Sealed","L",2.181,4.362,120,0.13,95528,12419,16567.68,5746.32,1271.07,22314,690
595,"KAIUMA BAY ROAD","Local Authority","Rural","Access","Unsealed","L",15.319,30.638,59,0.11,327774,36055,3137.98,2341.33,2449.42,5479.31,691
595,"KAIUMA BAY ROAD","Local Authority","Rural","Low Volume","Sealed","L",1.985,3.97,34,0.11,24645,2711,29590.46,930.18,0.32,30520.64,692
595,"KAIUMA BAY ROAD","Local Authority","Rural","Low Volume","Unsealed","L",8.801,17.602,45,0.11,143115,15743,3241.33,1843.03,13673.21,5084.36,693
596,"KAIUMA ROAD","Local Authority","Rural","Low Volume","Unsealed","L",1.358,1.358,6,0.12,2974,357,1292,2001.34,0,3293.34,694
597,"KAKA ROAD","Local Authority","Rural","Access","Sealed","L",3.071,3.071,54,0.11,60529,6658,3787.69,3946.45,13.15,7734.14,695
597,"KAKA ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.243,0.243,32,0.11,2838,312,600.59,2436.67,0,3037.26,696
598,"KAMAHI ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.21,0.42,28,0.12,2146,258,1752.25,138.33,0,1890.58,697
599,"KAPARU ROAD","Local Authority","Rural","Access","Sealed","L",2.56,5.12,77,0.11,71949,7914,15332.55,2452.4,856.91,17784.95,698
599,"KAPARU ROAD","Local Authority","Rural","Low Volume","Unsealed","L",4.544,7.942,25,0.11,41697,4587,1485.24,3503.51,39.61,4988.75,699
602,"KENEPURU ROAD (LINKWATER-HEADS)","Local Authority","Rural","Access","Sealed","L",12.735,25.47,195,0.11,906414,99705,14023.46,13427.92,9452.76,27451.38,700
602,"KENEPURU ROAD (LINKWATER-HEADS)","Local Authority","Rural","Secondary Collector","Sealed","L",29.784,59.568,228,0.11,2474121,272153,10380.89,7712,10751.97,18092.89,701
603,"KENNEDYS ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",0.88,1.76,544,0.11,174733,19221,28633.22,870.25,0,29503.47,702
604,"KENNINGTONS ROAD","Local Authority","Rural","Access","Sealed","L",0.008,0.016,98,0.11,286,31,216286.17,74157.61,0,290443.78,703
604,"KENNINGTONS ROAD","Local Authority","Rural","Access","Unsealed","L",1.74,3.48,98,0.11,62240,6846,1350.27,6125.81,0,7476.08,704
604,"KENNINGTONS ROAD","Local Authority","Rural","Unknown","Unsealed","L",2.742,5.484,,,,,23579.48,114.08,0,23693.56,705
606,"KINDERS ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.684,0.684,6,0.09,1498,135,5652.79,10431.1,0,16083.89,706
608,"KNIGHTS LANE","Local Authority","Rural","Low Volume","Sealed","L",0.32,0.32,48,0.13,5606,729,1483.86,505.94,0,1989.8,707
610,"KUPE ROAD","Local Authority","Rural","Low Volume","Unsealed","L",4.158,4.158,4,0.12,6071,728,1381.66,0,0,1381.66,708
611,"KOTUKU ROAD","Local Authority","Rural","Low Volume","Unsealed","L",1.315,1.315,6,0.12,2880,346,1991.69,3196.38,0,5188.07,709
612,"LAMBERTS ROAD","Local Authority","Rural","Low Volume","Unsealed","L",1.308,1.308,49,0.11,23394,2573,4139.94,3901.39,3.82,8041.33,710
614,"LAWRENCE ROAD","Local Authority","Rural","Access","Sealed","L",0.431,0.431,338,0.08,53172,4254,6920.68,2588.17,92.81,9508.85,711
615,"LEATHAM ROAD","Local Authority","Rural","Low Volume","Unsealed","L",12.383,15.881,27,0.13,123458,16050,2100.5,926.89,62.35,3027.39,712
616,"LESLIES ROAD","Local Authority","Rural","Access","Unsealed","L",1.326,1.326,54,0.11,26135,2875,5262.21,5733.79,0,10996,713
618,"LINDENS ROAD","Local Authority","Rural","Access","Sealed","L",1.132,2.264,141,0.1,58258,5826,3055.92,2106.18,0,5162.1,714
618,"LINDENS ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.36,0.72,32,0.13,4205,547,1949.68,3521.14,0,5470.82,715
619,"LIVERPOOL STREET","Local Authority","Urban","Secondary Collector","Sealed","L",0.705,1.41,311,0.21,80077,16816,40537.9,9695.52,0,50233.42,716
620,"LONG VALLEY ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.01,0.02,19,0.11,69,8,203355.26,327.86,0,203683.12,717
620,"LONG VALLEY ROAD","Local Authority","Rural","Low Volume","Unsealed","L",4.735,9.47,65,0.11,112338,12357,3561.68,4966.29,85.91,8527.97,718
621,"LOWER WAIRAU ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",1.283,2.566,235,0.1,110049,11005,5388.27,1608.5,38.97,6996.77,719
624,"LINTONS ROAD","Local Authority","Rural","Access","Sealed","L",0.502,0.502,98,0.11,17957,1975,24928.51,127.26,0,25055.77,720
625,"LADY COBHAM GROVE","Local Authority","Rural","Low Volume","Sealed","L",0.122,0.122,24,0.11,1069,118,2581.13,459.84,0,3040.97,721
625,"LADY COBHAM GROVE","Local Authority","Rural","Unknown","Sealed","L",0.445,0.445,,,,,23579.48,0,0,23579.48,722
626,"MAIN ROAD (D'URVILLE ISLAND)","Local Authority","Rural","Low Volume","Unsealed","L",13.3,13.3,9,0.12,43690,5243,1471.22,4381.25,80.01,5852.47,723
629,"MAHAKIPAWA HILL","Local Authority","Rural","Primary Collector","Sealed","L",5.233,10.466,914,0.09,1745666,157110,18055.02,12739.51,5084.51,30794.53,724
630,"MAHERS ROAD","Local Authority","Rural","Access","Sealed","L",0.84,1.68,79,0.11,24221,2664,4499.23,395.12,0,4894.35,725
630,"MAHERS ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",0.846,1.692,326,0.13,100666,13087,30185.12,807.12,41.37,30992.24,726
631,"MALTHOUSE ROAD","Local Authority","Rural","Access","Sealed","L",0.414,0.828,68,0.13,10275,1336,13742.97,52081.28,0,65824.25,727
632,"MANAROA ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.97,0.97,54,0.09,19119,1721,5933.92,1940.85,54430.04,7874.77,728
632,"MANAROA ROAD","Local Authority","Rural","Low Volume","Unsealed","L",7.333,11.199,54,0.09,144533,13008,2725.36,1389.01,20491.78,4114.37,729
633,"MARAMA ROAD","Local Authority","Rural","Access","Sealed","L",5.756,11.512,203,0.11,426491,46914,8994.85,5223.2,0,14218.05,730
633,"MARAMA ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",9.241,18.482,282,0.11,952275,104750,9301.74,7325.84,108.62,16627.58,731
633,"MARAMA ROAD","Local Authority","Urban","Secondary Collector","Sealed","L",0.356,0.712,338,0.16,43920,7027,4862.63,9877.18,43.25,14739.81,732
635,"MARFELLS BEACH ROAD","Local Authority","Rural","Access","Sealed","L",7.613,15.226,131,0.11,364016,40042,17418.16,4331.91,2020.02,21750.07,733
635,"MARFELLS BEACH ROAD","Local Authority","Rural","Access","Unsealed","L",0.487,0.487,87,0.11,15465,1701,1550.98,7844.93,324.22,9395.91,734
636,"MARFELLS ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.043,0.086,52,0.11,816,90,25990.69,465.12,0,26455.81,735
636,"MARFELLS ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.605,0.605,52,0.11,11483,1263,1449.78,476.13,0,1925.91,736
637,"MASONS ROAD","Local Authority","Rural","Low Volume","Unsealed","L",1.292,1.292,11,0.09,5187,467,7547.12,708.49,4.45,8255.61,737
638,"MATAI STREET","Local Authority","Rural","Low Volume","Sealed","L",0.343,0.343,11,0.118,1431,169,3153.66,1904.96,0,5058.62,738
639,"MAUNGATAPU ROAD","Local Authority","Rural","Access","Sealed","L",2.955,5.91,190,0.13,204409,26478,11363.87,1254.1,12.42,12617.97,739
639,"MAUNGATAPU ROAD","Local Authority","Rural","Access","Unsealed","L",9.166,13.849,71,0.11,237069,26078,2152.46,1268.69,93.44,3421.15,740
639,"MAUNGATAPU ROAD","Local Authority","Rural","Low Volume","Unsealed","L",2.32,2.32,13,0.11,10712,1178,3888.1,926.44,0,4814.54,741
640,"MAXWELL PASS ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.548,1.096,22,0.11,4400,484,22557.2,6507.68,0,29064.88,742
640,"MAXWELL PASS ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.518,1.036,22,0.11,4160,458,5754.1,1421.41,0,7175.51,743
641,"MCCORMICKS ROAD","Local Authority","Rural","Access","Unsealed","L",0.37,0.37,72,0.11,9724,1070,1581.65,11638.91,0,13220.56,744
643,"MEADOWBANK ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.558,1.116,6,0.08,1222,98,13831.3,1415.91,0,15247.21,745
644,"MEDWAY ROAD","Local Authority","Rural","Low Volume","Sealed","L",2.875,5.75,65,0.11,67728,7450,19531.63,3155.65,1205.7,22687.28,746
644,"MEDWAY ROAD","Local Authority","Rural","Low Volume","Unsealed","L",8.223,16.446,55,0.11,164523,18098,19591.41,1664.73,384.83,21256.14,747
645,"MERRIFIELDS ROAD","Local Authority","Rural","Low Volume","Unsealed","L",2.558,5.116,26,0.11,24275,2670,2024.14,1249.67,8.99,3273.81,748
647,"MIDDLEHURST ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.224,0.224,12,0.11,981,108,37864.26,1059.58,0,38923.84,749
648,"MILL ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.027,0.054,8,0.13,79,10,5322.03,15288.74,0,20610.77,750
648,"MILL ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.146,0.292,8,0.13,426,55,1334.64,10317.08,0,11651.72,751
649,"MILL STREET","Local Authority","Rural","Low Volume","Unsealed","L",0.127,0.127,17,0.11,788,87,1149.61,3468.72,0,4618.33,752
650,"MILLS & FORD ROAD EAST","Local Authority","Rural","Access","Sealed","L",2.014,4.028,72,0.128,52640,6747,13243.95,1033.56,0,14277.51,753
651,"MILLS & FORD ROAD WEST","Local Authority","Rural","Low Volume","Sealed","L",0.546,1.092,36,0.13,7174,933,24444.48,1285.31,0,25729.79,754
652,"MIRO STREET","Local Authority","Rural","Access","Sealed","L",0.244,0.488,65,0.13,5789,753,4867.58,1915.2,0,6782.78,755
653,"MOENUI ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.675,0.675,68,0.11,16754,1843,27696.12,3190.11,7.41,30886.23,756
656,"MORGANS ROAD","Local Authority","Rural","Access","Sealed","L",2.435,4.87,68,0.13,60437,7857,16822.14,4418.57,17.08,21240.71,757
657,"MORSE STREET","Local Authority","Rural","Access","Sealed","L",0.442,0.884,144,0.1,23232,2323,7024.87,9884.02,1643.05,16908.89,758
658,"MOETAPU BAY ROAD","Local Authority","Rural","Access","Sealed","L",7.054,14.108,231,0.08,594567,47565,7340.32,13842.63,108.43,21182.95,759
658,"MOETAPU BAY ROAD","Local Authority","Rural","Access","Unsealed","L",0.52,0.52,109,0.08,20688,1655,2211.17,13176.84,0,15388.01,760
658,"MOETAPU BAY ROAD","Local Authority","Rural","Unknown","Unsealed","P",0.286,0.286,,,,,0,0,0,0,761
659,"MT RILEY ROAD","Local Authority","Rural","Access","Sealed","L",0.165,0.33,131,0.13,7889,1026,24625.5,55352.53,0,79978.03,762
659,"MT RILEY ROAD","Local Authority","Rural","Access","Unsealed","L",3.404,6.808,65,0.11,80760,8884,3705.12,4300.68,0,8005.8,763
661,"MULLER ROAD (AWATERE)","Local Authority","Rural","Low Volume","Unsealed","L",2.277,2.277,13,0.11,10804,1188,4143.28,167.64,0,4310.92,764
663,"MURRAYS ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",1.919,3.838,490,0.1,343213,34321,4528.03,2178.83,0,6706.86,765
664,"MAHAU ROAD","Local Authority","Rural","Low Volume","Unsealed","L",3.554,3.554,32,0.09,41511,3736,1909.03,867.18,0,2776.21,766
665,"MCCALLUMS ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.415,0.415,12,0.13,1818,236,2578.82,2510.13,0,5088.95,767
666,"MEADOWVIEW ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.35,0.35,13,0.11,1661,183,1241.48,45.46,0,1286.94,768
667,"NEAL ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",3.541,6.894,640,0.11,826812,90949,17645.78,4584.01,0,22229.79,769
668,"NEEDLES ROAD","Local Authority","Rural","Access","Sealed","L",1.921,1.921,79,0.11,55392,6093,28419.84,4038.34,35.92,32458.18,770
672,"NGAIO STREET","Local Authority","Rural","Access","Sealed","L",0.277,0.554,131,0.1,13245,1324,4515.73,1129.64,0,5645.37,771
674,"NIKAU STREET","Local Authority","Rural","Low Volume","Sealed","L",0.27,0.27,17,0.12,1675,201,3171.61,115.37,0,3286.98,772
675,"NOLANS ROAD","Local Authority","Rural","Access","Sealed","L",0.197,0.394,29,0.13,2085,271,23691.78,926.5,0,24618.28,773
676,"NORTHBANK ROAD (NORTHBANK)","Local Authority","Rural","Secondary Collector","Sealed","L",33.991,67.982,290,0.203,3594623,729491,11023.56,8623.96,1032.19,19647.52,774
676,"NORTHBANK ROAD (NORTHBANK)","Local Authority","Rural","Secondary Collector","Unsealed","L",15.383,29.382,201,0.203,1127329,229011,11641.72,2791.87,327.62,14433.59,775
677,"NORTHS ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.014,0.014,11,0.11,56,6,197312.38,51233.61,0,248545.99,776
677,"NORTHS ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.252,0.252,5,0.11,460,51,2511.82,14609.33,0,17121.15,777
679,"SALTWATER LANE","Local Authority","Rural","Low Volume","Unsealed","L",0.779,1.558,13,0.13,3696,481,1145.06,884.61,0,2029.67,778
680,"O'DWYERS ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",1.886,3.772,762,0.11,524553,57701,22888.5,6845.17,10.6,29733.67,779
681,"OKIWA PLACE","Local Authority","Rural","Low Volume","Sealed","L",0.072,0.144,12,0.11,315,35,7572.58,8794.17,0,16366.75,780
682,"OKIWI CRESCENT","Local Authority","Rural","Secondary Collector","Sealed","L",0.27,0.54,394,0.12,38829,4659,25087.77,3459.11,0,28546.88,781
684,"OLD FORD ROAD","Local Authority","Rural","Low Volume","Sealed","L",1.768,3.536,56,0.11,36138,3975,4029.54,1882.42,0,5911.96,782
685,"OLD MILL ROAD","Local Authority","Rural","Access","Sealed","L",0.526,0.859,102,0.114,19633,2241,10400.67,1866.69,0,12267.36,783
687,"OLIVER PLACE","Local Authority","Rural","Low Volume","Sealed","L",0.097,0.194,12,0.11,425,47,9413.95,154.64,0,9568.59,784
688,"OMAKA DOWNS ROAD (PRIVATE)","Private Road","Rural","Unknown","Sealed","P",0.028,0.056,26,0.13,266,35,0,0,0,0,785
688,"OMAKA DOWNS ROAD (PRIVATE)","Private Road","Rural","Unknown","Unsealed","P",1.636,3.272,26,0.13,15526,2018,30.27,0,0,30.27,786
689,"ONAHAU ROAD","Local Authority","Rural","Low Volume","Unsealed","L",1.661,1.661,16,0.09,9700,873,2608.23,3316.67,0,5924.9,787
690,"ONAMALUTU ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",7.355,14.71,217,0.106,583057,61593,13891.98,17314.28,1161.88,31206.26,788
690,"ONAMALUTU ROAD","Local Authority","Rural","Secondary Collector","Unsealed","L",1.936,3.872,92,0.13,65011,8451,3757.13,8336.18,0,12093.31,789
691,"OPOURI ROAD","Local Authority","Rural","Access","Sealed","L",11.922,23.844,144,0.113,625766,70446,14054.54,7305.67,121.34,21360.21,790
691,"OPOURI ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",2.961,5.922,259,0.11,279645,30761,6679.82,6275.71,0.48,12955.53,791
692,"ORCHARD LANE","Local Authority","Rural","Low Volume","Sealed","L",0.149,0.149,45,0.12,2447,294,32010.89,9144.97,0,41155.86,792
694,"OYSTER BAY ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.257,0.257,48,0.11,4503,495,1694.65,226.65,0,1921.3,793
695,"PARA ROAD","Local Authority","Rural","Access","Sealed","L",1.913,3.826,121,0.114,84413,9624,19378.65,3413.86,317.27,22792.51,794
695,"PARA ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.008,0.016,11,0.13,32,4,1050393.5,1153.59,0,1051547.09,795
695,"PARA ROAD","Local Authority","Rural","Unknown","Sealed","L",0.227,0.454,,,,,23579.48,1153.59,0,24733.07,796
696,"PARA RAILWAY ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.438,0.438,17,0.13,2718,353,1417.71,181.23,0,1598.94,797
697,"PARKES ROAD","Local Authority","Rural","Access","Sealed","L",0.726,1.092,65,0.13,17224,2239,9086.13,1642.42,0,10728.55,798
698,"PARSONS ROAD","Local Authority","Rural","Low Volume","Sealed","L",1.012,2.024,26,0.13,9604,1249,23447.94,23180.93,4.94,46628.87,799
698,"PARSONS ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.26,0.52,11,0.13,1044,136,7272.37,1048.63,0,8321,800
699,"PATUKI ROAD","Local Authority","Rural","Low Volume","Unsealed","L",2.013,2.013,4,0.12,2939,353,1502.78,176.15,0,1678.93,801
699,"PATUKI ROAD","Local Authority","Rural","Unknown","Unsealed","L",2.96,2.96,,,,,23579.48,0,0,23579.48,802
700,"PAULS ROAD","Local Authority","Rural","Access","Sealed","L",1.01,2.02,174,0.1,64145,6415,12789.1,1915.81,0,14704.91,803
700,"PAULS ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.03,0.03,22,0.13,241,31,1133.33,1645.83,0,2779.16,804
701,"PAYNTERS ROAD","Local Authority","Rural","Access","Sealed","L",2.739,5.478,233,0.101,233040,23464,11606.21,2965.21,0,14571.42,805
702,"PEAKES ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.94,0.94,45,0.13,15439,2007,9406.65,2322.26,0,11728.91,806
704,"PEGGIOH ROAD","Local Authority","Rural","Low Volume","Unsealed","L",15.06,24.66,16,0.11,89178,9810,10765.29,1342.31,326.29,12107.6,807
705,"PEMBERS ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",2.966,5.932,1035,0.11,1120481,123253,8097.35,4036.3,1.69,12133.65,808
707,"PHILLIPS ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.263,0.526,53,0.1,5066,507,8093.73,546.43,0,8640.16,809
708,"PINE VALLEY ROAD","Local Authority","Rural","Low Volume","Unsealed","L",2.371,4.188,36,0.13,31122,4046,7399.03,697.36,0,8096.39,810
709,"PIONEER PLACE","Local Authority","Rural","Access","Sealed","L",0.222,0.444,98,0.13,7941,1032,4556.07,652.78,0,5208.85,811
711,"PORT HARDY ROAD","Local Authority","Rural","Low Volume","Unsealed","L",4.152,4.152,2,0.12,3031,364,1242.02,0,1.2,1242.02,812
712,"PORT UNDERWOOD ROAD","Local Authority","Rural","Access","Sealed","L",16.282,32.564,149,0.128,887383,113458,8644.68,5025.87,2044.37,13670.55,813
712,"PORT UNDERWOOD ROAD","Local Authority","Rural","Access","Unsealed","L",18.317,36.634,77,0.11,514799,56628,2966.12,3245.12,1572.48,6211.24,814
712,"PORT UNDERWOOD ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",5.701,11.402,195,0.13,405769,52750,18445.94,16901.74,12049.14,35347.68,815
713,"PRICES ROAD","Local Authority","Rural","Low Volume","Unsealed","L",1.514,1.514,39,0.11,21552,2371,1441.02,1175.2,0,2616.22,816
714,"PUKAKA ROAD","Local Authority","Rural","Access","Sealed","L",0.418,0.836,65,0.13,9917,1289,6272.6,4930.59,5951.84,11203.19,817
714,"PUKAKA ROAD","Local Authority","Rural","Access","Unsealed","L",2.461,4.922,20,0.1,17965,1797,1584.86,4261.12,3.72,5845.98,818
714,"PUKAKA ROAD","Local Authority","Rural","Low Volume","Unsealed","L",1.351,2.702,20,0.1,9862,986,1848.7,8052.22,193.19,9900.92,819
715,"PUKENUI ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.262,0.262,45,0.11,4303,473,4104.39,4066.72,0,8171.11,820
716,"QUEEN CHARLOTTE DRIVE","Local Authority","Rural","Primary Collector","Sealed","L",15.536,31.072,870,0.094,4933457,463833,16645.38,18696.36,10158.24,35341.74,821
717,"QUAILDALE ROAD","Local Authority","Rural","Low Volume","Unsealed","L",1.512,1.512,6,0.13,3311,430,1276.25,1209.09,0,2485.34,822
718,"STATE HIGHWAY 62 RS 0","State Highway","Rural","Unknown","Sealed","C",12.749,25.498,2163,0.182,10064505,1831084,16.91,33.74,0,50.65,823
719,"RARANGI ROAD","Local Authority","Rural","Primary Collector","Sealed","L",1.89,3.78,1198,0.11,826440,90908,5377.43,3604.11,162.68,8981.54,824
720,"RATA STREET","Local Authority","Rural","Low Volume","Sealed","L",0.389,0.389,12,0.12,1704,204,2476.71,130.23,0,2606.94,825
721,"READERS ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.725,0.725,32,0.11,8468,931,9366.7,3484.63,0,12851.33,826
722,"REDWOOD PASS ROAD","Local Authority","Rural","Access","Sealed","L",7.692,15.384,83,0.11,233417,25676,11198.93,4649.77,316.08,15848.7,827
722,"REDWOOD PASS ROAD","Local Authority","Rural","Access","Unsealed","L",4.289,8.578,67,0.11,104887,11538,2134.07,4180.28,49.34,6314.35,828
722,"REDWOOD PASS ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",7.639,15.278,585,0.16,1631734,261077,12667.37,2899.69,0,15567.06,829
724,"RENATA ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",0.265,0.53,338,0.12,32693,3923,7499.29,5337.63,0,12836.92,830
725,"RENE STREET","Local Authority","Rural","Access","Sealed","L",0.473,0.946,92,0.13,15883,2065,5859.79,573.82,0,6433.61,831
725,"RENE STREET","Local Authority","Rural","Unknown","Sealed","P",0.116,0.232,,,,,0,0,0,0,832
726,"RESERVE ROAD","Local Authority","Rural","Access","Sealed","L",0.49,0.98,87,0.11,15560,1712,5204.67,6257.35,41.26,11462.02,833
726,"RESERVE ROAD","Local Authority","Rural","Low Volume","Unsealed","L",5.407,7.959,45,0.11,88810,9769,1734.61,1101.3,0.85,2835.91,834
728,"RICHMOND BROOK ROAD","Local Authority","Rural","Access","Sealed","L",0.857,1.714,26,0.11,8133,895,27038.01,1786.08,0,28824.09,835
729,"RIMU GULLY ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.796,1.592,32,0.12,9297,1116,1753.87,2312.06,0,4065.93,836
729,"RIMU GULLY ROAD","Local Authority","Rural","Low Volume","Unsealed","L",0.711,0.711,22,0.12,5709,685,1641.83,13003.04,344.9,14644.87,837
731,"ROBINSON STREET","Local Authority","Rural","Low Volume","Sealed","L",0.132,0.264,45,0.13,2168,282,2916.67,987.5,0,3904.17,838
732,"RONGA ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",13.05,26.1,282,0.12,1344146,161297,9101.12,8398.49,1135.96,17499.61,839
734,"ROSS LANE","Local Authority","Rural","Access","Sealed","L",0.145,0.145,24,0.13,1270,165,24534.17,22309.5,0,46843.67,840
735,"ROWBERRYS ROAD","Local Authority","Rural","Secondary Collector","Sealed","L",0.512,1.024,286,0.1,53448,5345,4983.2,1252.99,0,6236.19,841
736,"ROWLEY CRESCENT","Local Authority","Rural","Access","Sealed","L",1.536,2.611,112,0.1,62792,6279,19575.08,1780.02,0,21355.1,842
737,"RUDDS ROAD","Local Authority","Rural","Low Volume","Unsealed","L",1.162,1.162,4,0.11,1697,187,1777.52,580.05,0,2357.57,843
738,"RENNERS ROAD","Local Authority","Rural","Access","Unsealed","L",1.666,1.666,65,0.11,39526,4348,1303.59,3618.93,0,4922.52,844
739,"FACTORY ROAD","Local Authority","Rural","Access","Sealed","L",0.37,0.74,70,0.13,9454,1229,20404.87,2687.07,0,23091.94,845
740,"RAINBOW ROAD","Local Authority","Rural","Low Volume","Sealed","L",16.788,33.576,65,0.13,398295,51778,11225.39,2105.07,217.01,13330.46,846
742,"SANDY BAY ROAD","Local Authority","Rural","Low Volume","Sealed","L",0.203,0.203,22,0.09,1630,147,5441.32,1427.63,135.42,6868.95,847
